platform,title,location,description,contactPhone,startDate,endDate,photoUrl,eventUrl,contactEmail,,
https://flacarshows.com/events/event/,Truck Show at the Ace," Ace Cafe,  100 W. Livingston St., Orlando, Florida","Every month on the fourth Friday.  Open to all years, makes and models of trucks.   Happy hour 4-7pm.  Ace Cafe is THE place for all things cars, bikes and rock n' roll.  With a full-service restaurant, art gallery and live music; there's something for everyone.  Plus it is dog friendly.",(407) 996-6686,November 22 2019 6:00 pm,November 22 2019 9:00 pm,https://flacarshows.com/wp-content/uploads/2017/09/AceOrlandoLogo-WEBlarge.png,https://flacarshows.com/events/event/truck-show-at-the-ace/?date=November%2022%202019%206:00%20pm&calendar=true,alee@AceCafeUSA.com,,
https://flacarshows.com/events/event/,All American Muscle Night," Arbys,  490 N. Suncoast Blvd, Crystal River, Florida 34429","Every Friday.  Hosted by the Nature Coast Mustang Club.  Open to all years, makes and models.  Music and 50/50.",(352) 628-3715,November 22 2019 6:00 pm,November 22 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2019/07/31946397_10155581636678450_812339724839550976_n.jpg,https://flacarshows.com/events/event/all-american-muscle-night/?date=November%2022%202019%206:00%20pm&calendar=true,Perry_unger@yahoo.com,,
https://flacarshows.com/events/event/,Sebring Friday Cruise In," Twistee Treat,  33711 Grand Prix Dr, Sebring, Fl 33870","Every Friday.  Open to all cars, trucks and motorcycles.  Bring your ride finished or still under construction.  This is a casual meet and greet, so come tell your stories.  No awards, door prizes, or any other competition. Just good times and conversations.  In front of the Sebring Walmart.  Please no burnouts, alcohol, loud music.   This is family oriented event.",,November 22 2019 6:00 pm,November 22 2019 9:00 pm,,https://flacarshows.com/events/event/sebring-show-shine-cruise-in/?date=November%2022%202019%206:00%20pm&calendar=true,fridaynightcarshow@yahoo.com,,
https://flacarshows.com/events/event/,Culver’s Weekly Cruise In," Culver's - Citrus Park,  8410Citrus Park Dr, Tampa, Florida 33625","Every Friday.  A gathering place for classics, antiques, muscle cars, hot rods, street rods and customs. Projects are welcome. First 20 drivers get a free ice cream cone. DJ music, door prizes and 50/50. Come on over for a family friendly gathering of some hot cars and lots of car enthusiasts. Over 13 years at this location and still going strong. Great food, great location and good lighting. Let's Roll !!!!",(813) 468-0277 Paul,November 22 2019 6:00 pm,November 22 2019 9:00 pm,https://flacarshows.com/wp-content/uploads/2019/05/Culvers-Fri.jpg,https://flacarshows.com/events/event/culvers-weekly-cruise-in/?date=November%2022%202019%206:00%20pm&calendar=true,pfigoni1@gmail.com,,
https://flacarshows.com/events/event/,DQ Grill & Chill Cruise-In," Dairy Queen,  10503 Gibsonton Dr., Riverview, Florida","Every Friday. Each show car participant will receive a FREE ice cream cone or drink. Music provided by with DJ John Paul Gasca playing the hits from retro to right now. Open to all years, makes and models of cars, trucks and bikes. Weather permitting.",(813) 789-9485,November 22 2019 6:00 pm,November 22 2019 8:30 pm,,https://flacarshows.com/events/event/dq-grill-chill-cruise-in/?date=November%2022%202019%206:00%20pm&calendar=true,John@MobileDjMusic.com,,
https://flacarshows.com/events/event/,Cars and Pizza," Knot Just Pizza,  8170 Okeechobee Blvd, West Palm Beach, Florida 33411",Every month on the fourth Friday.  Hosted by the East Coast Mustang Club.  Great food plus the restaurant serves beer and wine.  You are encouraged to drink responsibly. All makes and models welcome.,(561) 288-4461,November 22 2019 6:30 pm,November 22 2019 9:30 pm,,https://flacarshows.com/events/event/cars-and-pizza/?date=November%2022%202019%206:30%20pm&calendar=true,eastcoastmustangclub@gmail.com,,
https://flacarshows.com/events/event/,Winter Garden Cars & Coffee," Village Inn,  3130 Daniels Rd, Winter Garden, Florida 34787",Every month on the fourth Saturday.  Please come out and join us for the monthly Winter Garden Cars and Coffee. We will be meeting in the parking lot next to Village Inn at “The Grove”.  Please be mindful as no revving or burnouts will be tolerated. Please let's make this a big meet and all have a good safe time.,,November 23 2019 8:00 am,November 23 2019 10:00 am,,https://flacarshows.com/events/event/winter-garden-cars-coffee/?date=November%2023%202019%208:00%20am&calendar=true,wintergardencandc@gmail.com,,
https://flacarshows.com/events/event/,Pensacola Cars & Coffee," Gander Outdoors,  1220 Airport Blvd, Pensacola, Florida","Every month on the fourth Saturday (except for December).   All vehicles welcome…domestics, Euros, imports, hot/rat rods, classics, exotics, luxury, sports cars, muscle cars, cycles & more!
* No burnouts or reckless driving of any kind!
* We DO NOT condone street racing!",,November 23 2019 8:00 am,November 23 2019 10:00 am,,https://flacarshows.com/events/event/pensacola-cars-coffee/?date=November%2023%202019%208:00%20am&calendar=true,,,
https://flacarshows.com/events/event/,West Coast National Marine Corps Benefit Car & Truck Show," St. Petersburg College,  9200 113th Street N., Seminole, Florida 33772","Presented by Premium Productions. All years, makes and models welcome.  Music, vendors, food and drink available.  2 Best of Show awards in 39 classes plus 25 overall Best of Shows.  Club participation winner will receive $100 (10 member min).  Registration 8-11am, judging begins at 11am, awards around 2pm. Rain or shine.",(727) 455-5969,"November 23, 2019 8:00 am","November 23, 2019 2:00 pm",https://flacarshows.com/wp-content/uploads/2019/06/marine-corp-1119.jpg,https://flacarshows.com/events/event/west-coast-national-marine-corps-benefit-car-truck-show/?date=November%2023%202019%208:00%20am&calendar=true,premiumcarshows@verizon.net,,
https://flacarshows.com/events/event/,Market of Marion Monthly Car Show," Market of Marion,  12888 US-441, Belleview, FL 34420","Every month on the fourth Saturday, except July, Aug, Nov, Dec.  Hosted by the Villages Classic Automobile Club.  All vehicle makes and years welcome.    Trophies, food, DJ music and value cover racing.",,November 23 2019 9:00 am,November 23 2019 1:00 pm,https://flacarshows.com/wp-content/uploads/2017/06/Marion-Monthly-766x1024.jpg,https://flacarshows.com/events/event/market-of-marion-monthly-car-show/?date=November%2023%202019%209:00%20am&calendar=true,mvolosyn@gmail.com,,
https://flacarshows.com/events/event/,Field of Dreams Car Show," Florida Classic Park,  5360 Lockhart Rd., Brooksville, Fl. 34602","All proceeds will go to the Shriners Hospitals for Children.  Open to all years, makes and models.  DJ music, food vendors, arts & crafts, swap meet, and corral spaces available.  There will also be lots of door prizes both days.  Judging and trophies will be on Sunday.   Registration is for both days, form HERE.  RV parking/camping available (inc water & elec).",(813) 956-3503,"November 23, 2019 9:00 am","November 24, 2019 4:00 pm",,https://flacarshows.com/events/event/field-of-dreams-car-show/?date=November%2023%202019%209:00%20am&calendar=true,fieldofdreamscarshow@gmail.com,,
https://flacarshows.com/events/event/,Mopar Madness," Ideal Classic Cars,  2224 South Tamiami Trail, Venice, Florida","Hosted by SWF Mopars Plus.  All proceed will be donated to our local food pantry.  Open to all Chrysler, Plymouth, Dodge, Jeep, Ram, Fiat, and AMC.  50/50, $100 pre-registered only raffle, 36″ TV raffle, plus more up-scale prizes.  Show is limited to the first 100 pre-registered vehicles.",(239) 851-9204,"November 23, 2019 9:00 am","November 23, 2019 1:00 pm",https://flacarshows.com/wp-content/uploads/2019/08/20190817_182012-1-e1566849664238-782x1024.jpg,https://flacarshows.com/events/event/mopar-madness/?date=November%2023%202019%209:00%20am&calendar=true,schotzy300@aol.com,,
https://flacarshows.com/events/event/,Lance’s Sommers Dutch Car Show," Sommers Dutch Family Restaurant,  4000 Cattleman Rd, Sarasota, Florida","Every month on the fourth Saturday.  Hosted and music by Lance's Cruzin to the Hop.  Trophies, prizes, food and lots more.  Enjoy Sommer's great breakfast buffet.",(941) 371-1061,November 23 2019 9:00 am,November 23 2019 1:00 pm,,https://flacarshows.com/events/event/lances-sommers-dutch-car-show-3/?date=November%2023%202019%209:00%20am&calendar=true,collectorcarstv@gmail.com,,
https://flacarshows.com/events/event/,Marco Island Car Cruise," Marco Island Lutheran Church,  525 N Collier Blvd, Marco Island, Florida",Every Saturday.  Hosted by the Marco Island Corvette and Muscle car club.,,November 23 2019 10:00 am,November 23 2019 1:00 pm,https://flacarshows.com/wp-content/uploads/2018/09/Marco-Sat.jpeg,https://flacarshows.com/events/event/marco-island-car-cruise/?date=November%2023%202019%2010:00%20am&calendar=true,marcoislandmusclecars@gmail.com,,
https://flacarshows.com/events/event/,Brews and Cruise Car Show," Islamorada Beer Company,  3200 Saint Lucie Blvd, Fort Pierce, FL",,(305) 508-9093,"November 23, 2019 12:00 pm","November 23, 2019 5:00 pm",https://flacarshows.com/wp-content/uploads/2019/10/BrewsCruise4-2-791x1024.jpg,https://flacarshows.com/events/event/brews-and-cruise-car-show-2/?date=November%2023%202019%2012:00%20pm&calendar=true,events@islamoradabeerco.com,,
https://flacarshows.com/events/event/,Saturday Nite Classic Show & Cruise," Old Town,  5770 W. Irlo Bronson Memorial Hwy., Kissimmee, FL 34746","Every Saturday.   Old Town is home to one America’s longest running weekly car show and cruise, the Saturday Nite Car Cruise. Every Saturday, we invite show-quality 1987 and older hot rods, street rods, and antiques to join us along Trophy Row and around the property showing off these classic beauties.  Cars start arriving at 1:00pm and drive down Old Town’s brick-paved Main Street at 8:30pm.  Join us every Saturday and take a trip down memory lane. Weekly cash prizes, drawings and giveaways for our cruisers.  Free live entertainment on Trophy Row Stage beginning at 7:00pm.",(407) 396-4888,November 23 2019 1:00 pm,November 23 2019 9:00 pm,https://flacarshows.com/wp-content/uploads/2018/01/012918-Sat-320x100.jpg,https://flacarshows.com/events/event/old-town-saturday-nite-classic-car-cruise/?date=November%2023%202019%201:00%20pm&calendar=true,info@myoldtownusa.com,,
https://flacarshows.com/events/event/,Tom & Betty’s Cruise In," Tom & Betty's Restaurant,  2134 Park Ave., Orange Park, Florida","Every month on the fourth Saturday. Hosted by the Clay County Cruzers. Open to all years, makes and models.", ,November 23 2019 2:00 pm,November 23 2019 5:00 pm,,https://flacarshows.com/events/event/tom-bettys-cruise-in/?date=November%2023%202019%202:00%20pm&calendar=true,spudoff@bellsouth.net,,
https://flacarshows.com/events/event/,Dogs R Us Cruise in," Dogs r Us,  4200 S Washington Ave (US1), Titusville, FL 32780","Every month on the fourth Saturday.  Music by DJ Fast Eddie, spinning the great old rock-n-roll tunes, a 50/50 drawing & door prizes!  Hours are 2-5pm during the winter and 4-7pm spring and summer.",(321) 537-6390 Don,November 23 2019 4:00 pm,November 23 2019 7:00 pm,,https://flacarshows.com/events/event/southern-classic-car-club-cruise-in/?date=November%2023%202019%204:00%20pm&calendar=true,so.classicscarclub@gmail.com,,
https://flacarshows.com/events/event/,Abacoa Cruise In," Downtown Abacoa,  1200 Town Center Drive, Jupiter, Florida 33458",Hosted by South East Rods & Customs.  All cars welcome 1999 and older.  Live 50's/60's band.,(561) 248-5064,November 23 2019 4:00 pm,November 23 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2019/10/Image-3-791x1024.jpg,https://flacarshows.com/events/event/abacoa-cruise-in/?date=November%2023%202019%204:00%20pm&calendar=true,donnie1247@aol.com,,
https://flacarshows.com/events/event/,Saturday Night Cruise In," Mellow Mushroom,  10600 Forest Hill Blvd,, Wellington, Florida 33414","Every Saturday.  This is a casual get-together for car enthusiasts to swap stories and talk about the good ole days.  Open to all years, makes and models.  50/50 jackpot plus 10% discount.",(561) 385-3270,November 23 2019 4:00 pm,November 23 2019 8:00 pm,,https://flacarshows.com/events/event/saturday-night-cruise-in/?date=November%2023%202019%204:00%20pm&calendar=true,jayjayjo@hotmail.com,,
https://flacarshows.com/events/event/,Downtown Eustis Cruise In," Downtown Eustis,  101 East Magnolia Avenue, Eustis, Florida","Every month on the fourth Saturday.  Sponsored by the the Eustis Business Alliance and the City of Eustis.  Hosted by Jan and Marty. Music by WJBJ, shopping and dining opportunities.  Lots of cars and trucks, great sponsors, CASH prizes, and a 50/50 drawing.",(407) 310-6123,November 23 2019 4:00 pm,November 23 2019 8:00 pm,,https://flacarshows.com/events/event/downtown-eustis-cruise-in/?date=November%2023%202019%204:00%20pm&calendar=true,,,
https://flacarshows.com/events/event/,Dancin’ In The Street Cruise In," PizzaBoyz,  919 St Johns Ave, Palatka, FL 32177","Every month on the fourth Saturday.  PizzaBoyz pick trophy, door prizes, 50/50 raffle, and 50's & 60's music.  Rain or shine.",,November 23 2019 4:00 pm,November 23 2019 7:00 pm,,https://flacarshows.com/events/event/dancin-in-the-street/?date=November%2023%202019%204:00%20pm&calendar=true,ccw4345@comcast.net,,
https://flacarshows.com/events/event/,Tampa Mopar Society Toy Drive Cruise In," Mission BBQ,  13612 Bruce B Downs, Temple Terrace, Florida 33613","Hosted by the Tampa Mopar Society.  The President's daughter was at All Children's Hosptial for 4 days in St. Petersburg. The staff delivered a huge wagon full of toys to the children.  Let's continue with the kindness and bring more toys to more kids in the hospital.  Bring a new toy, show your car, hang out and have some great food. All cars, trucks, and bikes welcomed. Tons of parking too.  Plus there is Target within walking distance.",(813) 377-5325,"November 23, 2019 5:00 pm","November 23, 2019 9:00 pm",,https://flacarshows.com/events/event/tampa-mopar-society-toy-drive-cruise-in/?date=November%2023%202019%205:00%20pm&calendar=true,townsend420@msn.com,,
https://flacarshows.com/events/event/,Show N Shine Cruise In," Virginia College,  312 East 9 Mile Road, Pensacola, Florida 32514","Every Saturday.  Hosted by the Panhandle Cruisers.  The show is located on the east end of the Virginia College parking lot in the Nine Mile Plaza.  We have cars, music and friendly folks of all ages. A 50/50 drawing is held every month. The Panhandle Cruiser Car Club Inc. is a not profit corporation and we are founded on the principles of encouraging restoration, repair, or modification of special interest vehicles.",(241) 946-3327 Warren,November 23 2019 5:00 pm,November 23 2019 8:00 pm,,https://flacarshows.com/events/event/show-n-shine-cruise-in/?date=November%2023%202019%205:00%20pm&calendar=true,Capsoda@gulftel.com,,
https://flacarshows.com/events/event/,Dunedin Cruise-in & “Campfire”," McDonald's Dunedin,  1645 Main Street, Dunedin, Florida","Every Saturday.  Weather permitting.  Bring your import or domestic, new or old car, truck, motorcycle, top fuel dragster, or anything else that you are proud of that has a motor.  We are an informal group of enthusiasts that meet every week to swap stories and brag about our rides.  We meet in the parking lot on the Westside of the building which is located on the Southeast corner of Main Street/Virginia Street. Remember to bring your favorite lawn chair to join us in our campfire type circle.",,November 23 2019 5:00 pm,November 23 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2019/03/McDonalds-1024x576.jpg,https://flacarshows.com/events/event/dunedin-cruise-in-campfire/?date=November%2023%202019%205:00%20pm&calendar=true,cgroode@yahoo.com,,
https://flacarshows.com/events/event/,Cadillac Jimmy Taco Bell Cruise In," Taco Bell,  3510 Clark Road, Sarasota, Florida","Every month on the fourth Saturday.  No shows in June, July & August.  Weather permitting.  Oldies music by Cadillac Jimmy & Joanie.  Music trivia contests, door prizes, plenty of parking, shopping and restaurants.",(941) 822-1631,November 23 2019 5:00 pm,November 23 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2018/12/Cad-Jimmy-1024x770.jpg,https://flacarshows.com/events/event/klassics-cruise-in/?date=November%2023%202019%205:00%20pm&calendar=true,cadillacjimmy65@hotmail.com,,
https://flacarshows.com/events/event/,Hwy 55 Cruise Night," Hwy 55 Burgers & Fries,  3027 SW Martin Downs Blvd, Palm City, Florida","Every Saturday.  Hosted by the No Name Car Club, music by Carlos and Friends.  20% off discount given to all cruisers for the best malt shoppe food in town.  Oldies music, door prizes, trivia contests, 50/50 raffle and more.  Plenty of parking and lots of shade.",(772) 528-4247,November 23 2019 5:30 pm,November 23 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2018/07/Hwy-55-Sat-1024x785.jpg,https://flacarshows.com/events/event/hwy-55-cruise-night-2/?date=November%2023%202019%205:30%20pm&calendar=true,empireexp@aol.com,,
https://flacarshows.com/events/event/,Timeless Wheels Cruise Night," South Miami Alfa Romeo Fiat,  17220 S Dixie Hwy, Miami, Florida","Every month on the fourth Saturday.  Car lovers hangout with food trucks, DJ music and an amazing group of people.",(305) 909-0057,November 23 2019 6:00 pm,November 23 2019 10:00 pm,,https://flacarshows.com/events/event/timeless-wheels-cruise-night/?date=November%2023%202019%206:00%20pm&calendar=true,farmas38@aol.com,,
https://flacarshows.com/events/event/,Harbourside Place Classic Car Show," Harbourside Place,  200 N US Highway One, Jupiter, FL 33477","Every month on the fourth Saturday.  Hosted by South East Classics.  Check out some of the most unique cars along the east coast.  Limited number of cars. Pre-registration is required, contact Pete for details.",(772) 216-9488 Pete,November 23 2019 6:00 pm,November 23 2019 9:00 pm,https://flacarshows.com/wp-content/uploads/2019/08/harbourside-sat-e1565029904999-732x1024.jpg,https://flacarshows.com/events/event/harbourside-place-classic-car-show/?date=November%2023%202019%206:00%20pm&calendar=true,pete2350@comcast.net,,
https://flacarshows.com/events/event/,Boardroom’s Cruise In," 4:30 Boardroom Bar,  3343 NE 32nd Street, Fort Lauderdale, Florida","Every Saturday.  Vintage cars, trucks and motorcycles, and food provided by Smoke BBQ and the Bohemian Latin Grill.",(727) 466-7149,November 23 2019 8:00 pm,November 23 2019 11:00 pm,,https://flacarshows.com/events/event/boardrooms-cruise-in/?date=November%2023%202019%208:00%20pm&calendar=true,Dfaber71@gmail.com,,
https://flacarshows.com/events/event/,Field of Dreams Car Show," Florida Classic Park,  5360 Lockhart Rd., Brooksville, Fl. 34602","All proceeds will go to the Shriners Hospitals for Children.  Open to all years, makes and models.  DJ music, food vendors, arts & crafts, swap meet, and corral spaces available.  There will also be lots of door prizes both days.  Judging and trophies will be on Sunday.   Registration is for both days, form HERE.  RV parking/camping available (inc water & elec).",(813) 956-3503,"November 23, 2019 9:00 am","November 24, 2019 4:00 pm",,https://flacarshows.com/events/event/field-of-dreams-car-show/?date=November%2024%202019%209:00%20am&calendar=true,fieldofdreamscarshow@gmail.com,,
https://flacarshows.com/events/event/,Ranch House Cars & Coffee," Original Ranch House,  1548 W 84 St, Hialeah, Florida 33014","Every month on the last Sunday.  Come join us for great cars, good food, and motor talk.",(305) 495-5889,November 24 2019 7:00 am,November 24 2019 11:00 am,,https://flacarshows.com/events/event/ranch-house-cars-coffee/?date=November%2024%202019%207:00%20am&calendar=true,avet73@aol.com,,
https://flacarshows.com/events/event/,Rides and Coffee," Detail Garage,  1877 W. New Haven Ave., Melbourne, Florida","Every month on the last Sunday.  Free coffee & donuts, giveaways, and exclusive discounts.",(321) 253-2622,November 24 2019 7:30 am,November 24 2019 9:30 pm,,https://flacarshows.com/events/event/rides-and-coffee/?date=November%2024%202019%207:30%20am&calendar=true,melbourne@detailgarage.com,,
https://flacarshows.com/events/event/,Cars & Coffee Key West," Dennys Key West,  2710 N Roosevelt Blvd,, Key West, Florida","Open to all years, makes and models.",,November 24 2019 8:00 am,November 24 2019 11:00 am,https://flacarshows.com/wp-content/uploads/2019/02/FB_IMG_1544804094111-729x1024.jpg,https://flacarshows.com/events/event/cars-coffee-key-west/?date=November%2024%202019%208:00%20am&calendar=true,carsandcoffeekeywest@gmail.com,,
https://flacarshows.com/events/event/,Cars & Coffee Indoors at Vaughn Motorgroup," Vaughn Motorgroup,  11350 San Jose Blvd, Jacksonville, fl 32223","Every month on the last Sunday.  This is a gathering of gearheads and enthusiasts in a unique environment where the show cars are indoors under AC.  Join us for free doughnuts, coffee and refreshments.  Everyone is welcome, kid friendly too.",(904) 645-8700,November 24 2019 8:00 am,November 24 2019 10:30 am,https://flacarshows.com/wp-content/uploads/2019/05/10960138_10204675168133708_3327216878757071728_o-1024x683.jpg,https://flacarshows.com/events/event/cars-coffee-indoors-at-vaughn-motorgroup/?date=November%2024%202019%208:00%20am&calendar=true,dan@vaughnmotorgroup.com,,
https://flacarshows.com/events/event/,Citrus County Cars & Coffee," Cattle Dog Coffee Roasters,  2416 N Heritage Oaks Path, Hernando, Florida 34442","Every month on the last Sunday. Local gathering for all automotive enthusiasts, from classics to exotics, all are welcome to come! This is a family event, so bring the kids and cars!",,November 24 2019 8:00 am,November 24 2019 10:00 am,https://flacarshows.com/wp-content/uploads/2017/07/Citrus-CC.jpg,https://flacarshows.com/events/event/citrus-county-cars-coffee/?date=November%2024%202019%208:00%20am&calendar=true,,,
https://flacarshows.com/events/event/,Fuelfed Coffee & Classics," Hardy Park Bistro,  21 SW 7th St., Fort Lauderdale, Florida","Every month on the last Sunday.  Fuelfed is very proud to now have Coffee & Classics® continuing our monthly tradition of classic European gatherings in the great city of Fort Lauderdale, Florida. South Florida classic European enthusiasts will now have the opportunity to share their passion with other like-minded drivers.",,November 24 2019 8:00 am,November 24 2019 10:00 am,https://flacarshows.com/wp-content/uploads/2016/02/Coffee-Classics-663x1024.jpg,https://flacarshows.com/events/event/fueled-cars-classics/?date=November%2024%202019%208:00%20am&calendar=true,tiitouring02@yahoo.com,,
https://flacarshows.com/events/event/,Dee’s Motor City Pizza Car Show," Motor City Pizza,  1538 SW 8th St, Boynton Beach, FL","Every month on the last Sunday. Hosted by Dee's Road Rascals.  This is an old school hot rod's dream place, just off the highway. DJ music, trophies, and vote for the one you love.  Open to all years, makes and models.",(561) 351-2029,November 24 2019 10:00 am,November 24 2019 2:00 pm,https://flacarshows.com/wp-content/uploads/2019/05/59889658_2366091437001383_4218372442676002816_n.jpg,https://flacarshows.com/events/event/dees-motor-city-car-show/?date=November%2024%202019%2010:00%20am&calendar=true,rascalscruiseinn@gmail.com,,
https://flacarshows.com/events/event/,Old Town Exotic Cars & Coffee," Old Town,  5770 W Irlo Bronson Mem Hwy, Kissimmee, Florida",Every month on the fourth Sunday.  Join us for some coffee and car talk as we take in the sites of these exotic vehicles on display on Trophy Row at Old Town.  Imagine what it’s like to get behind the wheel of a grand tourer or high-performance sports car when you get up-close and marvel at the beauties on display.,(407) 396-4888,November 24 2019 10:00 am,November 24 2019 1:00 pm,https://flacarshows.com/wp-content/uploads/2019/08/67389391_10157391118649395_5877180587252383744_n.jpg,https://flacarshows.com/events/event/old-town-exotic-cars-coffee/?date=November%2024%202019%2010:00%20am&calendar=true,,,
https://flacarshows.com/events/event/,Cadillac Jimmy Culver’s Cruise In," Culver's,  2605 University Pkwy, Sarasota, Florida","Every month on the fourth Sunday.  No shows in June, July & August. Weather permitting.  Oldies music by Cadillac Jimmy & Joanie.  Music trivia contests, door prizes, 50/50 and great food.",(941) 822-1631,November 24 2019 11:00 am,November 24 2019 2:00 pm,https://flacarshows.com/wp-content/uploads/2018/12/Cad-Jimmy-1024x770.jpg,https://flacarshows.com/events/event/klassics-cruise-in-3/?date=November%2024%202019%2011:00%20am&calendar=true,cadillacjimmy65@hotmail.com,,
https://flacarshows.com/events/event/,Stilt House Cruise In," Stilt House Brewery,  625 US-19 ALT, Palm Harbor, Florida 34683",Every other month on the last Sunday. All classic cars welcomed.  All participants receive $1 Off all their beers.  Attendees can vote on their favorite cars inside the bar. We will choose the “People's Choice Awards”. The winner will receive a $25 Stilt House gift card.,(727) 270-7373,November 24 2019 12:00 pm,November 24 2019 3:00 pm,,https://flacarshows.com/events/event/stilt-house-cruise-in/?date=November%2024%202019%2012:00%20pm&calendar=true,info@stilthousebrewery.com,,
https://flacarshows.com/events/event/,Muscle Car City Swap Meet," Muscle Car City Museum,  10175 Tamiami Trail, Punta Gorda, Florida","Every month on the last Sunday.  Tom's Traveling Tunes will entertain everyone with great music, trivia and door prizes. The swap meet is free for spectators but there is an admission charge to enter the museum.",(941) 575-5959,November 24 2019 4:00 pm,November 24 2019 5:00 pm,,https://flacarshows.com/events/event/muscle-car-city-swap-meet/?date=November%2024%202019%204:00%20pm&calendar=true,,,
https://flacarshows.com/events/event/,Post Time Cruise In," Post Time Bar & Grill,  2500 S US 17-92, Longwood, Florida","Open to all makes, models and years of cars, trucks and bikes.  Food and drink specials with 70's & 80's rock music by DJ Don from Cruisin Orlando.",(407) 617-4201,November 24 2019 5:00 pm,November 24 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2019/07/69073090_1452192354936207_8011800855445504000_o-1024x576.jpg,https://flacarshows.com/events/event/post-time-cruise-in/?date=November%2024%202019%205:00%20pm&calendar=true,TarasNova@yahoo.com,,
https://flacarshows.com/events/event/,Tijuana Taxi Deerfield Cruise In," Tijuana Taxi Co.,  1015 S Federal Hwy, Deerfield Beach, fla 33441","Every Sunday. Great food and drink options, shaded parking, great exposure to foot traffic, a $25 Taxi gift card to the manager's choice and a 15% discount when entering a ride in the show field.",(954) 675-8679,November 24 2019 5:00 pm,November 24 2019 8:00 pm,,https://flacarshows.com/events/event/tijuana-taxi-deerfield-day-cruise-in/?date=November%2024%202019%205:00%20pm&calendar=true,rich@rockinrich.net,,
https://flacarshows.com/events/event/,Pirate’s Well Cruise In," Pirate's Well Restaurant And Bar,  9477 Alt A1A, Lake Park, Florida","Every Monday.  Hosted by South East Rods & Customs.  There's a Pirate's Well Choice award, 15% participant discount, food and beverage specials, and more. On the fourth Monday, Corvettes are featured on Vette Night…bring yours; it's a great place to show it off!",(561) 753-3279,November 25 2019 5:00 pm,November 25 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2015/11/Pirates2.jpg,https://flacarshows.com/events/event/pirates-well-cruise-in/?date=November%2025%202019%205:00%20pm&calendar=true,Donnie1247@aol.com,,
https://flacarshows.com/events/event/,Motor Monday’s Cruise in," Boston Market,  16215 N Dale Mabry Hwy, Tampa, Florida","Every Monday.  A gathering of car enthusiasts, gearheads, motorheads and “car nuts”.  Come see some of Tampa's finest, quickest, coolest and hottest cars around here. All cars, trucks, and motorcycles welcome.",(813) 992-2621,November 25 2019 6:00 pm,November 25 2019 9:00 pm,,https://flacarshows.com/events/event/motor-mondays-cruise-in/?date=November%2025%202019%206:00%20pm&calendar=true,,,
https://flacarshows.com/events/event/,Culver’s Cruise Night," Culver's Tradition,  10770 SW Tradition Square, Port St. Lucie, Florida 34953","Every Monday.  Hosted by the No Name Car Club.  Culver's a new business in the Tradition area.  Join us for a different style of fast food dining which you will enjoy.  20% discount to all cruisers, 50/50 raffle, and music by Carlos and Friends.  Free for all makes, years and models of cars and trucks.",(772) 528-4247,November 25 2019 6:30 pm,November 25 2019 8:30 pm,,https://flacarshows.com/events/event/culvers-cruise-night/?date=November%2025%202019%206:30%20pm&calendar=true,nonamecarclub@outlook.com,,
https://flacarshows.com/events/event/,Spring Hill Classic Car Cruise In," Winn Dixie,  2240 Commercial Way, Spring Hill, Fl 34606","Every Tuesday.  Music, 50/50, prizes, and valve cover car races.  Great cars and great people",(516) 359-7162,November 26 2019 3:00 pm,November 26 2019 7:00 pm,,https://flacarshows.com/events/event/spring-hill-classic-car-cruise-in/?date=November%2026%202019%203:00%20pm&calendar=true,toys403@aol.com,,
https://flacarshows.com/events/event/,PBC Duffy’s Cruise In," Duffy's Sports Grill,  1750 South Federal Highway, Delray Beach, Florida","Every Tuesday.  Hosted by PBC Classics Car Club.  The show is open-to-all, and there's a 10% discount to club members.",(561) 704-0669,November 26 2019 5:00 pm,November 26 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2015/10/PBC-Duffy.jpg,https://flacarshows.com/events/event/pbc-classics-cruise-in/?date=November%2026%202019%205:00%20pm&calendar=true,carshowjean@aol.com,,
https://flacarshows.com/events/event/,Bahamas Breeze Corvette Meet," Bahamas Breeze,  2750 Sawgrass Mills Circle, Sunrise, Florida",Every Tuesday.  Hosted by the South Florida Vettes.  Preferred parking and discounts on food and beverage.   Come and join fellow Corvette owners and enthusiasts for cold drinks and good food.,(954) 654-0353,November 26 2019 5:00 pm,November 26 2019 8:00 pm,https://flacarshows.com/wp-content/uploads/2015/11/SFLVet.jpg,https://flacarshows.com/events/event/brus-room-cruise-in/?date=November%2026%202019%205:00%20pm&calendar=true,conti324@comcast.net,,
https://flacarshows.com/events/event/,Carpro Cruise In," Lowe's,  3620 SE Federal Hwy., Stuart, Florida",Every Tuesday.  Hosted by Lew's Crew and Carpro Auto Spa of Stuart.  This is the longest running car show on the Treasure Coast.,(772) 285-3320,November 26 2019 5:30 pm,November 26 2019 7:30 pm,,https://flacarshows.com/events/event/carpro-cruise-in/?date=November%2026%202019%205:30%20pm&calendar=true,jimserra117@yahoo.com,,
